to,from,username
952212548,1.2536944802234737e+18,hecsantiago53
952212548,3189349429.0,hecsantiago53
952212548,1.0237726916885135e+18,hecsantiago53
952212548,309250318.0,hecsantiago53
705926906,2148926618.0,goldmedalmind
705926906,74781174.0,goldmedalmind
705926906,1.320768806541734e+18,goldmedalmind
705926906,398476287.0,goldmedalmind
705926906,9.870127899811144e+17,goldmedalmind
705926906,9.783702006755205e+17,goldmedalmind
705926906,1.4512443501601137e+18,goldmedalmind
705926906,223348926.0,goldmedalmind
705926906,1.4811932704033874e+18,goldmedalmind
705926906,1.5421837751902781e+18,goldmedalmind
2843160670,626640780.0,grizmont1
2843160670,42366372.0,grizmont1
2843160670,23174769.0,grizmont1
2843160670,2838195223.0,grizmont1
17349381,1.2807207951829934e+18,frfrankpavone
17349381,348879684.0,frfrankpavone
17349381,1.5213855002585784e+18,frfrankpavone
17349381,1.585863979733201e+18,frfrankpavone
17349381,1.585987642625237e+18,frfrankpavone
17349381,1.461267182671655e+18,frfrankpavone
17349381,1.5973384209546772e+18,frfrankpavone
17349381,1.586508367035605e+18,frfrankpavone
17349381,1.2521250508550144e+18,frfrankpavone
17349381,1.4785613743515443e+18,frfrankpavone
79592078,261994569.0,LesaLesa_MV
79592078,41316174.0,LesaLesa_MV
79592078,1605656077.0,LesaLesa_MV
79592078,2452201177.0,LesaLesa_MV
79592078,2381179100.0,LesaLesa_MV
79592078,1.175880157573206e+18,LesaLesa_MV
79592078,521858440.0,LesaLesa_MV
79592078,1000237423.0,LesaLesa_MV
79592078,42976579.0,LesaLesa_MV
79592078,1579898822.0,LesaLesa_MV
506699811,885497635.0,zach_olstad
506699811,38616020.0,zach_olstad
506699811,1.4274539742490542e+18,zach_olstad
506699811,2332969747.0,zach_olstad
506699811,2740657268.0,zach_olstad
506699811,2564288629.0,zach_olstad
506699811,386607532.0,zach_olstad
506699811,583368235.0,zach_olstad
506699811,512553860.0,zach_olstad
506699811,30976501.0,zach_olstad
819148099671179264,1.0462986081721754e+18,RajanS32812221
819148099671179264,3233984472.0,RajanS32812221
819148099671179264,7.505395797074944e+17,RajanS32812221
819148099671179264,8.190142339753861e+17,RajanS32812221
819148099671179264,8.177134318265344e+17,RajanS32812221
819148099671179264,4374589514.0,RajanS32812221
35461308,3000008768.0,SlimTwin
35461308,2830128922.0,SlimTwin
35461308,1.2474086280191468e+18,SlimTwin
35461308,60129234.0,SlimTwin
35461308,829583982.0,SlimTwin
35461308,26631500.0,SlimTwin
35461308,45300102.0,SlimTwin
35461308,21420361.0,SlimTwin
35461308,166287192.0,SlimTwin
35461308,3305200763.0,SlimTwin
1564676498,1.5867010849906196e+18,LovelyGigi33
1564676498,1.4664457395471114e+18,LovelyGigi33
1564676498,7.05600756057899e+17,LovelyGigi33
1564676498,175687849.0,LovelyGigi33
1564676498,1.5187505846181192e+18,LovelyGigi33
1564676498,23345913.0,LovelyGigi33
1564676498,1.5189042302323466e+18,LovelyGigi33
1564676498,3396396094.0,LovelyGigi33
1564676498,382562326.0,LovelyGigi33
1564676498,1.5113224975468708e+18,LovelyGigi33
2763042694,9.071624234126418e+17,helen63lambert
2763042694,1.4496842122867261e+18,helen63lambert
2763042694,1.3367705908422328e+18,helen63lambert
2763042694,16948558.0,helen63lambert
2763042694,1166627251.0,helen63lambert
2763042694,4598307626.0,helen63lambert
2763042694,22702802.0,helen63lambert
2763042694,724186680.0,helen63lambert
2763042694,1.2482577686220431e+18,helen63lambert
2763042694,1.5558109623384515e+18,helen63lambert
993951462,1040384910.0,ts_fitzgerald
993951462,2387807852.0,ts_fitzgerald
993951462,101090248.0,ts_fitzgerald
993951462,1698585079.0,ts_fitzgerald
993951462,2249140704.0,ts_fitzgerald
993951462,111583872.0,ts_fitzgerald
993951462,1214311110.0,ts_fitzgerald
993951462,26625439.0,ts_fitzgerald
993951462,377995808.0,ts_fitzgerald
993951462,368696519.0,ts_fitzgerald
906620078,1528072561.0,iSheeple1
906620078,1693191246.0,iSheeple1
906620078,3221533160.0,iSheeple1
906620078,143855326.0,iSheeple1
906620078,7.950807288285143e+17,iSheeple1
906620078,279234400.0,iSheeple1
906620078,98724361.0,iSheeple1
906620078,1590602184.0,iSheeple1
906620078,7.938412277622456e+17,iSheeple1
906620078,2453659658.0,iSheeple1
2516595448,3031095711.0,gunmaster0702
2516595448,1605851814.0,gunmaster0702
2516595448,728639497.0,gunmaster0702
2516595448,7.290266127090688e+17,gunmaster0702
2516595448,1430148510.0,gunmaster0702
2516595448,21360883.0,gunmaster0702
2516595448,3318151459.0,gunmaster0702
2516595448,152478247.0,gunmaster0702
2516595448,860359554.0,gunmaster0702
2516595448,84151171.0,gunmaster0702
905019768,8.127243357649797e+17,Conservatexian
905019768,4692145376.0,Conservatexian
905019768,8.286355452029952e+17,Conservatexian
905019768,8.168504517443871e+17,Conservatexian
905019768,131551379.0,Conservatexian
905019768,2267021193.0,Conservatexian
905019768,8.123449252620575e+17,Conservatexian
905019768,426660182.0,Conservatexian
905019768,9.018246677737554e+17,Conservatexian
905019768,7.938877028903608e+17,Conservatexian
1913398494,484921417.0,charlesfarling1
1913398494,1.5689435026582405e+18,charlesfarling1
1913398494,567930956.0,charlesfarling1
1913398494,474202929.0,charlesfarling1
1913398494,77729393.0,charlesfarling1
1913398494,46909096.0,charlesfarling1
1913398494,1316926873.0,charlesfarling1
1913398494,217254150.0,charlesfarling1
1913398494,363124757.0,charlesfarling1
1913398494,33409429.0,charlesfarling1
161925737,1.520387711659438e+18,stoopnagle
161925737,2683492969.0,stoopnagle
161925737,1319216760.0,stoopnagle
161925737,198030170.0,stoopnagle
161925737,254732884.0,stoopnagle
161925737,1417793336.0,stoopnagle
161925737,26257638.0,stoopnagle
161925737,172852209.0,stoopnagle
161925737,18697728.0,stoopnagle
161925737,54647745.0,stoopnagle
14967891,24948058.0,Dammitsf
14967891,8.402698499642204e+17,Dammitsf
14967891,4407086592.0,Dammitsf
14967891,2803724323.0,Dammitsf
14967891,8.065090768385475e+17,Dammitsf
14967891,3976761559.0,Dammitsf
14967891,375152322.0,Dammitsf
14967891,3810472280.0,Dammitsf
14967891,3800867548.0,Dammitsf
14967891,3462748212.0,Dammitsf
1670480300,2247971144.0,KH_Feldkamp
1670480300,1.4585016693402092e+18,KH_Feldkamp
1670480300,416521870.0,KH_Feldkamp
1670480300,1.5507413700584407e+18,KH_Feldkamp
1670480300,1.4846232350817157e+18,KH_Feldkamp
1670480300,1.533343212219388e+18,KH_Feldkamp
1670480300,1238653183.0,KH_Feldkamp
1670480300,1.4210670287361393e+18,KH_Feldkamp
1670480300,1.4381342761685033e+18,KH_Feldkamp
1670480300,1.471414123154002e+18,KH_Feldkamp
1459840557983879172,3439256663.0,Maks37876155
1459840557983879172,1.2701763963047404e+18,Maks37876155
282695161,1.59329095368235e+18,WayneDupreeShow
282695161,1.48544294140552e+18,WayneDupreeShow
282695161,1.5890272687850168e+18,WayneDupreeShow
282695161,1.5980068104341176e+18,WayneDupreeShow
282695161,1.5978288130894275e+18,WayneDupreeShow
282695161,1.5985014878854062e+18,WayneDupreeShow
282695161,1.5854749895701012e+18,WayneDupreeShow
282695161,1.5193135775967683e+18,WayneDupreeShow
282695161,1.594412518587437e+18,WayneDupreeShow
282695161,1.5990155556498473e+18,WayneDupreeShow
917815101557747712,1.4599245289020088e+18,consp_theor
917815101557747712,2809330260.0,consp_theor
917815101557747712,2780124758.0,consp_theor
917815101557747712,1.1303987031546184e+18,consp_theor
917815101557747712,2260128822.0,consp_theor
917815101557747712,9.468653582034903e+17,consp_theor
917815101557747712,3032978139.0,consp_theor
917815101557747712,2743104417.0,consp_theor
917815101557747712,2515498230.0,consp_theor
917815101557747712,1.366052950800556e+18,consp_theor
1176156151894958080,465666587.0,UKR26019148
1176156151894958080,1.1296841697711104e+18,UKR26019148
1176156151894958080,1.39683999199787e+18,UKR26019148
1176156151894958080,1.3977863992990638e+18,UKR26019148
1176156151894958080,2369768550.0,UKR26019148
1176156151894958080,1.1576340681142272e+18,UKR26019148
1176156151894958080,2471587819.0,UKR26019148
1176156151894958080,470519029.0,UKR26019148
1176156151894958080,1.0873079166616617e+18,UKR26019148
1176156151894958080,1.068865849270956e+18,UKR26019148
1377921304729432064,81305054.0,JanekMazurek
1377921304729432064,1.1112717481446892e+18,JanekMazurek
1377921304729432064,1.5695090330565345e+18,JanekMazurek
1377921304729432064,1.4504822454295675e+18,JanekMazurek
1377921304729432064,1.3765142767693455e+18,JanekMazurek
1377921304729432064,1.44355412655462e+18,JanekMazurek
1377921304729432064,1.5776334759175332e+18,JanekMazurek
1377921304729432064,1.2373646200226857e+18,JanekMazurek
1377921304729432064,2204854626.0,JanekMazurek
1377921304729432064,145219743.0,JanekMazurek
1031664169202925568,1.445427130767192e+18,YulawGabriel
1031664169202925568,1.5446696513718067e+18,YulawGabriel
1031664169202925568,562572487.0,YulawGabriel
1031664169202925568,1.5899942158991237e+18,YulawGabriel
1031664169202925568,1.1619425808646717e+18,YulawGabriel
1031664169202925568,1.5237218404049306e+18,YulawGabriel
1031664169202925568,2343120786.0,YulawGabriel
1031664169202925568,1.4881935738834248e+18,YulawGabriel
1031664169202925568,3351711755.0,YulawGabriel
1031664169202925568,1.5303546859571814e+18,YulawGabriel
1317452576028348416,1.3313544801604116e+18,jjkejntwtch
1317452576028348416,1.1256669022089462e+18,jjkejntwtch
1317452576028348416,9.322726125871841e+17,jjkejntwtch
1317452576028348416,1.4985471591002358e+18,jjkejntwtch
1317452576028348416,1.2731532252571116e+18,jjkejntwtch
1317452576028348416,8.665231716919091e+17,jjkejntwtch
1317452576028348416,1.2406166539200512e+18,jjkejntwtch
1317452576028348416,1.231718591025877e+18,jjkejntwtch
1317452576028348416,1.1079905865087427e+18,jjkejntwtch
1317452576028348416,1.1398213626573169e+18,jjkejntwtch
1589735560880754688,3240166168.0,stallio81899962
1589735560880754688,1.572213919489622e+18,stallio81899962
1589735560880754688,1.5966638214348472e+18,stallio81899962
1589735560880754688,1.5317034991381504e+18,stallio81899962
1589735560880754688,1.5931444276813537e+18,stallio81899962
1589735560880754688,1.555462058535256e+18,stallio81899962
1589735560880754688,1.5109687342399365e+18,stallio81899962
1589735560880754688,1.5760015553163182e+18,stallio81899962
1589735560880754688,1.594434353722966e+18,stallio81899962
1589735560880754688,1.565236215976448e+18,stallio81899962
57411965,91927783.0,beaufast
57411965,3086876114.0,beaufast
57411965,1241814162.0,beaufast
57411965,1.3305604000440852e+18,beaufast
57411965,17059635.0,beaufast
57411965,364017466.0,beaufast
57411965,78105431.0,beaufast
57411965,1.4416949212623954e+18,beaufast
57411965,3042402394.0,beaufast
57411965,3126345351.0,beaufast
1576310318661353474,1.5715894641908163e+18,uzzy790123
1576310318661353474,8.755024777806807e+17,uzzy790123
1576310318661353474,1.1633405872334234e+18,uzzy790123
1576310318661353474,1.3867312445542687e+18,uzzy790123
1576310318661353474,1.4475665647657083e+18,uzzy790123
1576310318661353474,2304918308.0,uzzy790123
1576310318661353474,1.3500358470899507e+18,uzzy790123
1576310318661353474,8.861937513324421e+17,uzzy790123
1576310318661353474,1.4932960303428116e+18,uzzy790123
1576310318661353474,1.3957440811465196e+18,uzzy790123
1002326421933469697,9.066882025258271e+17,nourrrrrr_1
1002326421933469697,9.530791025206149e+17,nourrrrrr_1
1002326421933469697,1.079882767171752e+18,nourrrrrr_1
1002326421933469697,1.5465617393402675e+18,nourrrrrr_1
1002326421933469697,1.4273666767948554e+18,nourrrrrr_1
1002326421933469697,1.291293858735612e+18,nourrrrrr_1
1002326421933469697,1.4776645823658476e+18,nourrrrrr_1
1002326421933469697,3624781763.0,nourrrrrr_1
1002326421933469697,1.5800759130681713e+18,nourrrrrr_1
1002326421933469697,2833786310.0,nourrrrrr_1
1173863707,2562211266.0,noonespecial47
1173863707,159485327.0,noonespecial47
1173863707,2657541955.0,noonespecial47
1173863707,46845373.0,noonespecial47
1173863707,619583443.0,noonespecial47
1173863707,22551804.0,noonespecial47
1173863707,26190158.0,noonespecial47
1173863707,4226905873.0,noonespecial47
1173863707,703561088.0,noonespecial47
1173863707,16058600.0,noonespecial47
952212548,3168694751.0,hecsantiago53
952212548,7.74788375668781e+17,hecsantiago53
952212548,1.1038702087735091e+18,hecsantiago53
952212548,1458207740.0,hecsantiago53
952212548,8.917734367706071e+17,hecsantiago53
952212548,7.309166446886707e+17,hecsantiago53
952212548,8.792051536808714e+17,hecsantiago53
952212548,447627039.0,hecsantiago53
952212548,8.320668812301025e+17,hecsantiago53
952212548,17246320.0,hecsantiago53
705926906,1.029599267139113e+18,goldmedalmind
705926906,7.438956332920463e+17,goldmedalmind
705926906,1.1524192356765778e+18,goldmedalmind
705926906,7.375387432009277e+17,goldmedalmind
705926906,294781559.0,goldmedalmind
705926906,1488035425.0,goldmedalmind
705926906,3889387457.0,goldmedalmind
705926906,1.3372667569733304e+18,goldmedalmind
705926906,1.4377773271407903e+18,goldmedalmind
705926906,1.5021035031118766e+18,goldmedalmind
2843160670,626640780.0,grizmont1
2843160670,42366372.0,grizmont1
2843160670,23174769.0,grizmont1
2843160670,2838195223.0,grizmont1
17349381,4261082614.0,frfrankpavone
17349381,1.2878318405821153e+18,frfrankpavone
17349381,1.5864229528532296e+18,frfrankpavone
17349381,15839702.0,frfrankpavone
17349381,1.5860142186330685e+18,frfrankpavone
17349381,1539805376.0,frfrankpavone
17349381,1.5868221821930947e+18,frfrankpavone
17349381,1.597347580450521e+18,frfrankpavone
17349381,8.275396490149396e+17,frfrankpavone
17349381,1.5452324642301583e+18,frfrankpavone
79592078,719361769.0,LesaLesa_MV
79592078,16540251.0,LesaLesa_MV
79592078,204983390.0,LesaLesa_MV
79592078,42976579.0,LesaLesa_MV
79592078,96415431.0,LesaLesa_MV
79592078,2787119875.0,LesaLesa_MV
79592078,31458420.0,LesaLesa_MV
79592078,1.0435017996325929e+18,LesaLesa_MV
79592078,341651908.0,LesaLesa_MV
79592078,41316174.0,LesaLesa_MV
506699811,840071719.0,zach_olstad
506699811,3128741111.0,zach_olstad
506699811,438970231.0,zach_olstad
506699811,492624726.0,zach_olstad
506699811,3380911858.0,zach_olstad
506699811,8.848810884174971e+17,zach_olstad
506699811,1261288381.0,zach_olstad
506699811,703438148.0,zach_olstad
506699811,2425038537.0,zach_olstad
506699811,8.849473365307105e+17,zach_olstad
819148099671179264,1.0462986081721754e+18,RajanS32812221
819148099671179264,3233984472.0,RajanS32812221
819148099671179264,7.505395797074944e+17,RajanS32812221
819148099671179264,8.190142339753861e+17,RajanS32812221
819148099671179264,8.177134318265344e+17,RajanS32812221
819148099671179264,4374589514.0,RajanS32812221
35461308,2512459496.0,SlimTwin
35461308,325345247.0,SlimTwin
35461308,2856408107.0,SlimTwin
35461308,1543415202.0,SlimTwin
35461308,3207792865.0,SlimTwin
35461308,976693424.0,SlimTwin
35461308,233024412.0,SlimTwin
35461308,225662724.0,SlimTwin
35461308,370493956.0,SlimTwin
35461308,155163173.0,SlimTwin
1564676498,2820348238.0,LovelyGigi33
1564676498,23345913.0,LovelyGigi33
1564676498,1.5053447755197153e+18,LovelyGigi33
1564676498,1.1099074963685171e+18,LovelyGigi33
1564676498,1.1016831798768435e+18,LovelyGigi33
1564676498,1.5367997180005335e+18,LovelyGigi33
1564676498,1.4915303561843425e+18,LovelyGigi33
1564676498,1.4805719929190072e+18,LovelyGigi33
1564676498,40431405.0,LovelyGigi33
1564676498,8.227399025509171e+17,LovelyGigi33
741751733299339269,7.149917211809587e+17,afcjosie
741751733299339269,29139065.0,afcjosie
741751733299339269,7.410138202823762e+17,afcjosie
741751733299339269,7.584524219621294e+17,afcjosie
741751733299339269,9.850205059241247e+17,afcjosie
741751733299339269,8.941366434975457e+17,afcjosie
741751733299339269,41066441.0,afcjosie
741751733299339269,7.813131436078572e+17,afcjosie
741751733299339269,7.066619247469568e+17,afcjosie
741751733299339269,8.90050403370496e+17,afcjosie
1449684212286726144,7.706684979491308e+17,R48030777Sharon
1449684212286726144,1.3190404106568868e+18,R48030777Sharon
1449684212286726144,1.2480005960970568e+18,R48030777Sharon
1449684212286726144,1.3511321317167227e+18,R48030777Sharon
1449684212286726144,1.5910263114343137e+18,R48030777Sharon
1449684212286726144,7.750075273187246e+17,R48030777Sharon
1449684212286726144,1.4672747143893524e+18,R48030777Sharon
1449684212286726144,1.4259090736026132e+18,R48030777Sharon
1449684212286726144,8.319798047192474e+17,R48030777Sharon
1449684212286726144,25041905.0,R48030777Sharon
1336770590842232832,1585846729.0,TheTiverton
1336770590842232832,1.372808625866031e+18,TheTiverton
1336770590842232832,1.0006442958907843e+18,TheTiverton
1336770590842232832,1.2243995155763036e+18,TheTiverton
1336770590842232832,277965209.0,TheTiverton
1336770590842232832,22170999.0,TheTiverton
1336770590842232832,4858361825.0,TheTiverton
1336770590842232832,1.235176366682841e+18,TheTiverton
1336770590842232832,1.5091510007158415e+18,TheTiverton
1336770590842232832,1.348415250975109e+18,TheTiverton
16948558,56339983.0,Crockadial
16948558,1136880031.0,Crockadial
16948558,860876510.0,Crockadial
16948558,4726178661.0,Crockadial
16948558,20676836.0,Crockadial
16948558,68888564.0,Crockadial
16948558,9.743332294099395e+17,Crockadial
16948558,1.3112369707446067e+18,Crockadial
16948558,474758592.0,Crockadial
16948558,1.4511337973789737e+18,Crockadial
1166627251,9.329979261247447e+17,CoastKerry
1166627251,3394450515.0,CoastKerry
1166627251,1.5119071030652273e+18,CoastKerry
1166627251,2485324916.0,CoastKerry
1166627251,1492158248.0,CoastKerry
1166627251,3065516115.0,CoastKerry
1166627251,815488796.0,CoastKerry
1166627251,249802164.0,CoastKerry
1166627251,1.0666971385062113e+18,CoastKerry
1166627251,259030182.0,CoastKerry
4598307626,7.221442201784893e+17,Oggyoioioi
4598307626,1.2508718846207263e+18,Oggyoioioi
4598307626,9.605059255546307e+17,Oggyoioioi
4598307626,9.15246278191276e+17,Oggyoioioi
4598307626,890629417.0,Oggyoioioi
4598307626,1.2799344782451794e+18,Oggyoioioi
4598307626,1014558162.0,Oggyoioioi
4598307626,4333180713.0,Oggyoioioi
4598307626,764596010.0,Oggyoioioi
4598307626,1.2982703692838994e+18,Oggyoioioi
22702802,198506206.0,janenellist1
22702802,1367579695.0,janenellist1
22702802,236333390.0,janenellist1
22702802,1.4903868961277256e+18,janenellist1
22702802,7.38988664890495e+17,janenellist1
22702802,254194627.0,janenellist1
22702802,356357800.0,janenellist1
22702802,2815386005.0,janenellist1
22702802,2245399752.0,janenellist1
22702802,3889264702.0,janenellist1
724186680,3514544417.0,megs1970
724186680,3010933167.0,megs1970
724186680,1.5900076779833672e+18,megs1970
724186680,351131394.0,megs1970
724186680,87936512.0,megs1970
724186680,302225630.0,megs1970
724186680,9.59566484648448e+17,megs1970
724186680,1176964010.0,megs1970
724186680,1.2566629714068644e+18,megs1970
724186680,8.754483622203023e+17,megs1970
1248257768622043136,1.3139798347087544e+18,SaraFaridio
1248257768622043136,1.2417578384410952e+18,SaraFaridio
1248257768622043136,1.4687988054453862e+18,SaraFaridio
1248257768622043136,192034523.0,SaraFaridio
1248257768622043136,8.569265892794941e+17,SaraFaridio
1248257768622043136,1.229834023138218e+18,SaraFaridio
1248257768622043136,1.0404178685825434e+18,SaraFaridio
1248257768622043136,1.471066531329151e+18,SaraFaridio
1248257768622043136,8.73272246713897e+17,SaraFaridio
1248257768622043136,1.5722946128693412e+18,SaraFaridio
1555810962338451456,1.3490001917105398e+18,Fatimay5r
1555810962338451456,194266566.0,Fatimay5r
1555810962338451456,7664082.0,Fatimay5r
1555810962338451456,1.4250675643219436e+18,Fatimay5r
1555810962338451456,252668370.0,Fatimay5r
1555810962338451456,1.5582357177756221e+18,Fatimay5r
1555810962338451456,8.397863800751022e+17,Fatimay5r
1555810962338451456,301109505.0,Fatimay5r
1555810962338451456,1.167150751426044e+18,Fatimay5r
1555810962338451456,1.4264522963937649e+18,Fatimay5r
1226505381565698048,1.572399447811969e+18,JohnSeamans12
1226505381565698048,1.5245239021262848e+18,JohnSeamans12
1226505381565698048,1.3225190398691287e+18,JohnSeamans12
993951462,814573285.0,ts_fitzgerald
993951462,2186822970.0,ts_fitzgerald
993951462,1292214043.0,ts_fitzgerald
993951462,1543794271.0,ts_fitzgerald
993951462,1015918957.0,ts_fitzgerald
993951462,159524468.0,ts_fitzgerald
993951462,146024730.0,ts_fitzgerald
993951462,819720595.0,ts_fitzgerald
993951462,2262697098.0,ts_fitzgerald
993951462,2354306438.0,ts_fitzgerald
906620078,7.805318433093181e+17,iSheeple1
906620078,7.529182849204306e+17,iSheeple1
906620078,7.418205744485212e+17,iSheeple1
906620078,7.473434424605737e+17,iSheeple1
906620078,7.508644217029919e+17,iSheeple1
906620078,8.019125128369603e+17,iSheeple1
906620078,8.300502912150118e+17,iSheeple1
906620078,1.3229484557325476e+18,iSheeple1
906620078,1.4359714586945905e+18,iSheeple1
906620078,1325719658.0,iSheeple1
2516595448,349873255.0,gunmaster0702
2516595448,2989323842.0,gunmaster0702
2516595448,273608502.0,gunmaster0702
2516595448,885078894.0,gunmaster0702
2516595448,1332513013.0,gunmaster0702
2516595448,1609546459.0,gunmaster0702
2516595448,2964340286.0,gunmaster0702
2516595448,33811812.0,gunmaster0702
2516595448,8.644658282883768e+17,gunmaster0702
2516595448,8.70487085303595e+17,gunmaster0702
905019768,9.339102760296776e+17,Conservatexian
905019768,2944942477.0,Conservatexian
